"","Tm","Attendance","Attend/G","BatAge","PAge","BPF","PPF","#HOF","#A-S","#a-tA-S","Est. Payroll","Managers","yearID","Time"
"267","PHA","285,173","3,704",25.7,25.6,97,100,0,1,8,"$96,450","Mack",1936,"0"
"268","PHI","249,219","3,195",28.8,28,110,113,1,1,9,"","Wilson",1936,"0"
"269","PIT","372,524","4,902",28.6,29.8,102,101,4,2,7,"","Traynor",1936,"0"
"270","SLB","93,267","1,211",29.4,30.5,102,106,2,1,4,"$114,700","Hornsby",1936,"0"
"271","STL","448,078","5,819",28.1,29,99,98,7,5,11,"","Frisch",1936,"0"
"272","WSH","379,525","4,929",28,29.8,94,94,0,1,7,"$99,300","Harris",1936,"0"
"273","BOS","559,659","7,563",28.6,29.9,105,104,5,4,10,"$179,100","Cronin",1937,"0"
"274","BRO","482,481","6,348",29,29.7,101,103,2,1,8,"","Grimes",1937,"0"
"275","BSN","385,339","5,070",28.2,30.8,90,91,1,1,10,"","McKechnie",1937,"0"
"276","CHC","895,020","11,475",27.5,29.6,104,101,2,5,14,"","Grimm",1937,"0"
"277","CHW","589,245","7,653",29.8,29.3,100,100,2,2,10,"$177,900","Dykes",1937,"0"
"278","CIN","411,221","5,140",28.6,28.8,95,95,3,2,13,"","Dressen and Wallace",1937,"0"
"279","CLE","564,849","7,242",28.6,29.2,98,97,2,2,7,"$144,500","O'Neill",1937,"0"
"280","DET","1,072,276","13,926",29,27.4,102,101,4,4,12,"$178,000","Cochrane, Baker and Perkins",1937,"0"
"281","NYG","926,887","12,358",28.1,27.8,101,99,2,6,12,"","Terry",1937,"0"
"282","NYY","998,148","12,635",28.6,29.9,102,97,6,6,14,"$277,100","McCarthy",1937,"0"
"283","PHA","430,738","5,452",27,26.2,98,102,0,1,7,"$96,500","Mack and Mack",1937,"0"
"284","PHI","212,790","2,876",28.2,28,108,111,1,1,9,"","Wilson",1937,"0"
"285","PIT","459,679","5,893",29.4,29,99,98,5,3,8,"","Traynor",1937,"0"
"286","SLB","123,121","1,578",28.4,30.3,100,105,2,3,7,"$144,583","Hornsby and Bottomley",1937,"0"
"287","STL","430,811","5,385",26.6,29.4,101,101,6,4,13,"","Frisch",1937,"0"
"288","WSH","397,799","4,972",28,28.6,96,96,2,3,10,"$117,100","Harris",1937,"0"
"289","BOS","646,459","8,619",28.5,28.3,105,103,4,4,9,"$186,650","Cronin",1938,"0"
"290","BRO","663,087","8,961",29.1,30.7,103,104,4,3,12,"","Grimes",1938,"0"
"291","BSN","341,149","4,549",28.6,30.4,90,90,1,2,10,"","Stengel",1938,"0"
"292","CHC","951,640","12,359",29.3,29.7,103,101,4,4,15,"","Grimm and Hartnett",1938,"0"
"293","CHW","338,278","4,634",30.2,29.3,103,103,2,1,10,"$208,400","Dykes",1938,"0"
"294","CIN","706,756","9,179",28.1,29.1,98,97,1,5,11,"","McKechnie",1938,"0"
"295","CLE","652,006","8,579",27.9,27.8,98,96,3,3,11,"$143,650","Vitt",1938,"0"
"296","DET","799,557","10,121",28.2,27.8,107,106,2,4,12,"$163,700","Cochrane and Baker",1938,"0"
"297","NYG","799,633","10,954",28.5,28.1,101,100,2,5,10,"","Terry",1938,"0"
"298","NYY","970,916","12,290",28.3,30.1,100,95,6,7,16,"$294,000","McCarthy",1938,"0"
"299","PHA","385,357","5,070",26.6,27,96,100,0,1,10,"$112,627","Mack",1938,"0"
"300","PHI","166,111","2,215",28.3,28.5,100,105,1,1,10,"","Wilson and Lobert",1938,"0"
"301","PIT","641,033","8,218",29.8,28.4,100,100,4,3,8,"","Traynor",1938,"0"
"302","SLB","130,417","1,694",27.9,29.7,99,104,0,1,6,"$136,683","Street and Melillo",1938,"0"
"303","STL","291,418","3,598",26.2,28.3,105,104,3,1,13,"","Frisch and González",1938,"0"
"304","WSH","522,694","6,701",28.6,29.3,92,94,3,3,11,"$109,000","Harris",1938,"0"
"305","BOS","573,070","7,641",27.7,29,104,102,5,4,9,"$203,000","Cronin",1939,"0"
"306","BRO","955,668","12,252",29.3,30.6,105,104,2,4,12,"$158,250","Durocher",1939,"0"
"307","BSN","285,994","3,918",28.4,31.1,92,94,2,1,10,"$148,350","Stengel",1939,"0"
"308","CHC","726,663","9,083",29,31.7,102,100,3,3,15,"$239,700","Hartnett",1939,"0"
"309","CHW","594,104","7,716",30.5,30.2,103,103,2,2,9,"$187,350","Dykes",1939,"0"
"310","CIN","981,443","12,117",28.8,28.9,102,99,2,7,16,"$201,900","McKechnie",1939,"0"
"311","CLE","563,926","7,324",26.8,26.5,97,95,3,2,14,"$141,600","Vitt",1939,"0"
"312","DET","836,279","10,722",28.5,28,107,105,4,3,19,"$177,817","Baker",1939,"0"
"313","NYG","702,457","9,493",28.9,28.6,101,101,3,3,11,"$201,125","Terry",1939,"0"
"314","NYY","859,785","11,166",27.7,30.5,99,94,6,10,19,"$335,100","McCarthy",1939,"0"
"315","PHA","395,022","5,198",26.5,28,97,101,0,2,9,"$119,550","Mack and Mack",1939,"0"
"316","PHI","277,973","3,756",28,27.7,94,100,1,1,10,"$159,500","Prothro",1939,"0"
"317","PIT","376,734","4,893",28.6,28.9,98,98,5,1,14,"$203,350","Traynor",1939,"0"
"318","SLB","109,159","1,399",27.4,28.4,102,105,0,2,9,"$136,150","Haney",1939,"0"
"319","STL","400,245","5,066",27.1,29.4,106,105,3,5,16,"$187,500","Blades",1939,"0"
"320","WSH","339,257","4,406",26.5,26.2,92,93,2,1,13,"$83,000","Harris",1939,"0"
"321","BOS","716,234","9,066",28.1,28.9,104,102,5,4,11,"$234,700","Cronin",1940,"0"
"322","BRO","975,978","12,049",28.4,31.8,107,105,3,6,19,"","Durocher",1940,"0"
"323","BSN","241,616","3,222",26.3,28.1,93,95,1,2,9,"","Stengel",1940,"0"
"324","CHC","534,878","6,946",28.9,29.7,97,97,3,4,13,"","Hartnett",1940,"0"
"325","CHW","660,336","8,466",29.5,30.8,101,101,2,1,7,"$180,150","Dykes",1940,"0"
"326","CIN","850,180","11,041",28.9,29.6,101,99,1,4,15,"$204,000","McKechnie",1940,"0"
"327","CLE","902,576","11,007",26.7,27,98,97,2,6,15,"$135,522","Vitt",1940,"0"
"328","DET","1,112,693","14,085",29.4,27.8,109,108,4,3,16,"$194,100","Baker",1940,"0"
"329","NYG","747,852","9,840",28.7,30.1,101,101,2,5,11,"","Terry",1940,"0"
"330","NYY","988,975","13,013",28.1,30,96,92,5,7,19,"$386,400","McCarthy",1940,"0"
"331","PHA","432,145","6,087",26.9,27.6,97,101,1,2,7,"$133,000","Mack",1940,"0"
"332","PHI","207,177","2,622",27.4,27.9,95,101,1,3,10,"","Prothro",1940,"0"
"333","PIT","507,934","6,772",27.6,29.9,99,99,4,1,11,"","Frisch",1940,"0"
"334","SLB","239,591","3,112",28.1,29.8,102,105,0,1,8,"$146,550","Haney",1940,"0"
"335","STL","324,078","4,209",27,28.8,105,103,3,2,19,"","Blades, González and Southworth",1940,"0"
"336","WSH","381,241","4,951",26.8,26,93,95,1,2,13,"$82,150","Harris",1940,"0"
"337","BOS","718,497","9,331",28.2,29.2,102,100,5,5,13,"$216,500","Cronin",1941,"0"
"338","BRO","1,214,910","15,379",28.3,31.4,105,102,5,7,23,"","Durocher",1941,"0"
"339","BSN","263,680","3,469",27.7,26.2,94,97,3,1,12,"","Stengel",1941,"0"
"340","CHC","545,159","7,080",26.6,30.1,96,96,2,4,15,"","Wilson",1941,"0"
"341","CHW","677,077","8,571",30,30.2,99,99,2,3,10,"$165,850","Dykes",1941,"0"
"342","CIN","643,513","8,146",28.8,29.8,100,99,2,4,15,"","McKechnie",1941,"0"
"343","CLE","745,948","9,688",27,27.5,95,95,3,4,18,"$171,400","Peckinpaugh",1941,"0"
"344","DET","684,915","8,895",29.2,28.6,110,109,3,3,17,"$223,700","Baker",1941,"0"
"345","NYG","763,098","9,783",29.5,29.6,102,102,3,3,15,"","Terry",1941,"0"
"346","NYY","964,722","12,368",27.4,29.7,99,95,6,6,16,"$340,800","McCarthy",1941,"0"
"347","PHA","528,894","6,869",27,28.6,97,101,1,1,7,"$165,782","Mack",1941,"0"
"348","PHI","231,401","3,045",26.5,27.5,95,101,1,1,6,"","Prothro",1941,"0"
"349","PIT","482,241","6,183",27.4,29.6,100,100,3,3,11,"","Frisch",1941,"0"
"350","SLB","176,240","2,231",28.1,29.7,103,104,1,1,11,"$179,150","Haney and Sewell",1941,"0"
"351","STL","633,645","8,021",27.4,27.7,107,104,3,4,15,"","Southworth",1941,"0"
"352","WSH","415,663","5,329",27.1,28.3,95,97,2,2,15,"$105,200","Harris",1941,"0"
"353","BOS","730,340","9,485",26.7,29.1,104,102,4,4,12,"$231,200","Cronin",1942,"0"
"354","BRO","1,037,765","13,136",29.3,31.2,102,99,4,7,18,"","Durocher",1942,"0"
"355","BSN","285,332","4,019",27.1,26.6,97,100,3,2,12,"","Stengel",1942,"0"
"356","CHC","590,972","7,577",26.9,28.9,96,96,1,1,12,"","Wilson",1942,"0"
"357","CHW","425,734","6,082",29.2,29.7,97,98,2,1,11,"$183,850","Dykes",1942,"0"
"358","CIN","427,031","5,546",28.7,31.2,100,99,0,5,16,"","McKechnie",1942,"0"
"359","CLE","459,447","5,743",27.3,29.3,94,94,2,3,16,"$116,100","Boudreau",1942,"0"
"360","DET","580,087","7,534",28.3,27.1,108,108,2,4,12,"$87,900","Baker",1942,"0"
"361","NYG","779,621","9,869",29.6,29.4,101,101,3,5,16,"","Ott",1942,"0"
"362","NYY","922,011","11,974",28.3,30.6,98,94,6,9,21,"$347,950","McCarthy",1942,"0"
"363","PHA","423,487","5,572",28.7,27.4,99,104,0,2,7,"$124,100","Mack",1942,"0"
"364","PHI","230,183","3,111",26.9,26,94,99,2,1,5,"","Lobert",1942,"0"
"365","PIT","448,897","5,830",27.8,31.4,103,102,1,1,10,"","Frisch",1942,"0"
"366","SLB","255,617","3,320",28.7,31.7,102,102,1,1,9,"$153,600","Sewell",1942,"0"
"367","STL","553,552","7,097",26.4,26.9,108,103,2,5,16,"","Southworth",1942,"0"
"368","WSH","403,493","5,240",26.6,27.4,99,100,1,2,12,"$76,150","Harris",1942,"0"
"369","BOS","358,275","4,653",28.4,30.3,102,101,3,3,8,"$213,500","Cronin",1943,"0"
"370","BRO","661,739","8,594",30.7,30.3,101,99,5,4,16,"","Durocher",1943,"0"
"371","BSN","271,289","3,523",26.9,28.2,98,100,0,1,9,"","Coleman and Stengel",1943,"0"
"372","CHC","508,247","6,777",28.1,30.3,98,98,0,3,15,"","Wilson",1943,"0"
"373","CHW","508,962","6,697",30.3,29.3,99,100,1,1,10,"$141,450","Dykes",1943,"0"
"374","CIN","379,122","4,861",30,31.6,99,99,0,4,10,"","McKechnie",1943,"0"
"375","CLE","438,894","5,700",28.1,30.2,93,94,1,6,15,"$112,200","Boudreau",1943,"0"
"376","DET","606,287","7,773",28.9,26.9,107,106,1,3,9,"","O'Neill",1943,"0"
"377","NYG","466,095","6,053",29.9,29.5,100,101,4,3,14,"","Ott",1943,"0"
"378","NYY","618,330","8,030",28.3,30.1,101,98,2,6,17,"$246,700","McCarthy",1943,"0"
"379","PHA","376,735","4,769",29.1,28,99,103,1,1,5,"$106,090","Mack",1943,"0"
"380","PHI","466,975","5,987",28,29,95,99,1,1,8,"","Harris and Fitzsimmons",1943,"0"
"381","PIT","498,740","6,394",28,32.2,104,103,1,3,8,"","Frisch",1943,"0"
"382","SLB","214,392","2,784",29.2,32.4,103,102,1,2,12,"$150,450","Sewell",1943,"0"
"383","STL","517,135","6,384",26.3,27.6,106,100,1,8,16,"","Southworth",1943,"0"
"384","WSH","574,694","7,562",27.6,28.6,96,97,2,4,12,"$85,900","Bluege",1943,"0"
"385","BOS","506,975","6,500",30.2,29.4,99,100,2,4,8,"$231,250","Cronin",1944,"0"
"386","BRO","605,905","7,869",28.3,28.3,98,98,2,3,13,"","Durocher",1944,"0"
"387","BSN","208,691","2,676",27.7,29,104,106,0,4,7,"","Coleman",1944,"0"
"388","CHC","640,110","8,207",29.5,30.3,99,97,1,3,11,"","Wilson, Johnson and Grimm",1944,"0"
"389","CHW","563,539","7,319",30.6,29.3,98,99,0,2,10,"$175,650","Dykes",1944,"0"
"390","CIN","409,567","5,251",30.4,31.7,96,97,0,4,8,"","McKechnie",1944,"0"
"391","CLE","475,272","6,093",28.4,30.1,96,96,1,4,14,"$109,900","Boudreau",1944,"0"
"392","DET","923,176","11,836",31.7,27.1,105,103,1,4,7,"$79,100","O'Neill",1944,"0"
"393","NYG","674,483","8,993",29.6,28.3,99,101,3,3,10,"","Ott",1944,"0"
"394","NYY","789,995","10,128",29.2,29.1,103,102,1,3,12,"$188,400","McCarthy",1944,"0"
"395","PHA","505,322","6,649",29,31.5,97,100,2,2,7,"$111,550","Mack",1944,"0"
"396","PHI","369,586","4,678",28.2,29.6,96,99,1,1,6,"","Fitzsimmons",1944,"0"
"397","PIT","604,278","7,460",29.1,32.5,104,103,2,4,11,"","Frisch",1944,"0"
"398","SLB","508,644","6,606",29.8,30.6,107,106,0,3,9,"$137,850","Sewell",1944,"0"
"399","STL","461,968","6,000",27.6,28.1,103,99,1,6,13,"","Southworth",1944,"0"
"400","WSH","525,235","6,821",30.4,31.3,95,95,2,4,8,"$91,200","Bluege",1944,"0"
"401","BOS","603,794","7,741",30.3,27.3,102,101,1,2,7,"$232,800","Cronin",1945,"0"
"402","BRO","1,059,220","13,580",29.2,28.2,99,99,1,3,10,"","Durocher",1945,"0"
"403","BSN","374,178","4,989",28.8,30.8,100,101,1,3,11,"","Coleman and Bissonette",1945,"0"
"404","CHC","1,036,386","13,637",29.8,33.1,98,96,0,7,12,"","Grimm",1945,"0"
"405","CHW","657,981","8,892",31.7,31.1,97,98,1,4,10,"$166,400","Dykes",1945,"0"
"406","CIN","290,070","3,767",29.2,32.9,98,99,0,1,7,"","McKechnie",1945,"0"
"407","CLE","558,182","7,249",27.7,29.1,95,96,2,4,11,"$84,000","Boudreau",1945,"0"
"408","DET","1,280,341","16,847",32.4,28.4,107,105,2,3,13,"$107,500","O'Neill",1945,"0"
"409","NYG","1,016,468","13,032",28.8,27.8,101,102,3,3,10,"","Ott",1945,"0"
"410","NYY","881,845","11,603",30.2,30.4,104,103,2,4,14,"","McCarthy",1945,"0"
"411","PHA","462,631","6,008",29,30.2,98,100,1,1,7,"$194,000","Mack",1945,"0"
"412","PHI","285,057","3,702",30,31.2,96,100,1,0,12,"","Fitzsimmons and Chapman",1945,"0"
"413","PIT","604,694","7,654",29.1,31.6,104,104,2,3,10,"","Frisch",1945,"0"
"414","SLB","482,986","6,355",30.4,30.9,106,106,0,3,8,"$135,550","Sewell",1945,"0"
"415","STL","594,630","7,623",28.1,28.6,103,99,1,5,12,"","Southworth",1945,"0"
"416","WSH","652,660","8,367",31.3,32.2,91,92,1,3,8,"$100,700","Bluege",1945,"0"
"417","BOS","1,416,944","18,166",29.3,29.2,106,104,2,8,15,"$261,000","Cronin",1946,"0"
"418","BRO","1,796,824","22,745",28.2,27.4,101,99,3,4,17,"","Durocher",1946,"0"
"419","BSN","969,673","12,593",29.5,30.9,101,101,2,3,15,"","Southworth",1946,"0"
"420","CHC","1,342,970","17,441",29.5,29.3,98,97,0,4,13,"","Grimm",1946,"0"
"421","CHW","983,403","12,448",30.5,30.9,96,97,2,1,12,"$235,400","Dykes and Lyons",1946,"0"
"422","CIN","715,751","9,295",28.4,31.5,97,98,0,3,11,"","McKechnie and Gowdy",1946,"0"
"423","CLE","1,057,289","13,731",27.9,28.6,93,94,3,3,15,"$147,800","Boudreau",1946,"0"
"424","DET","1,722,590","21,805",30.4,29,107,105,3,1,18,"$233,200","O'Neill",1946,"0"
"425","NYG","1,219,873","15,843",28.8,27.4,100,101,3,2,18,"","Ott",1946,"0"
"426","NYY","2,265,512","29,422",30.1,30.6,101,98,6,6,23,"$218,923","McCarthy, Dickey and Neun",1946,"0"
"427","PHA","621,793","7,972",29.9,28.3,98,100,1,2,8,"$167,800","Mack",1946,"0"
"428","PHI","1,045,247","13,401",29,29.8,96,100,0,3,14,"","Chapman",1946,"0"
"429","PIT","749,962","9,615",29.2,31.7,103,103,2,2,11,"","Frisch and Davis",1946,"0"
"430","SLB","526,435","6,837",29.2,29.6,105,107,0,2,10,"$139,950","Sewell and Taylor",1946,"0"
"431","STL","1,061,807","13,613",27.2,29.1,104,101,3,6,16,"","Dyer",1946,"0"
"432","WSH","1,027,216","13,516",29.6,32,94,95,1,2,13,"","Bluege",1946,"0"
"433","BOS","1,427,315","17,621",29.2,29.8,107,104,2,2,17,"$278,700","Cronin",1947,"2:11"
"434","BRO","1,807,526","23,173",27.9,25.9,103,101,4,5,14,"","Sukeforth and Shotton",1947,"2:27"
"435","BSN","1,277,361","16,589",29.5,30.4,98,97,1,4,12,"","Southworth",1947,"2:07"
"436","CHC","1,364,039","17,266",30.1,29.1,96,97,0,2,16,"","Grimm",1947,"2:10"
"437","CHW","876,948","11,693",30.2,30.8,95,98,2,2,11,"$204,000","Lyons",1947,"2:06"
"438","CIN","899,975","11,688",28.8,27.9,100,102,0,3,12,"","Neun",1947,"2:15"
"439","CLE","1,521,978","19,513",28.4,29.3,97,94,6,4,13,"$127,000","Boudreau",1947,"2:12"
"440","DET","1,398,093","17,476",29.7,28.8,104,102,2,4,16,"$284,000","O'Neill",1947,"2:06"
"441","NYG","1,600,793","21,063",27.7,26.6,101,100,3,3,12,"","Ott",1947,"2:14"
"442","NYY","2,178,937","28,298",30,29.9,99,95,3,9,21,"$194,100","Harris",1947,"2:11"
"443","PHA","911,566","11,687",29.8,27.9,101,103,1,1,9,"$114,900","Mack",1947,"2:06"
"444","PHI","907,332","11,784",28.8,32.5,95,98,0,3,15,"","Chapman",1947,"2:09"
"445","PIT","1,283,531","16,247",28.7,32.6,103,104,3,1,14,"","Herman and Burwell",1947,"2:15"
"446","SLB","320,474","4,162",28.4,29.4,102,105,2,1,8,"$116,000","Ruel",1947,"2:09"
"447","STL","1,247,913","16,207",28,29.2,104,101,4,6,16,"","Dyer",1947,"2:18"
"448","WSH","850,758","11,049",29.4,29.7,97,100,2,4,12,"$109,900","Bluege",1947,"2:10"
"449","BOS","1,558,798","19,985",29.5,30.1,105,102,2,5,15,"$324,950","McCarthy",1948,"2:16"
"450","BRO","1,398,967","17,935",26.2,26.3,104,101,5,2,12,"","Durocher, Blades and Shotton",1948,"2:29"
"451","BSN","1,455,439","19,151",29.6,29.6,99,98,1,5,15,"","Southworth",1948,"2:18"
"452","CHC","1,237,792","15,869",28.1,27.4,95,98,0,4,11,"","Grimm",1948,"2:14"
"453","CHW","777,844","10,235",30.4,28.5,96,99,1,1,7,"$154,800","Lyons",1948,"2:10"
"454","CIN","823,386","10,693",28.4,28.3,97,99,0,1,12,"","Neun and Walters",1948,"2:16"
"455","CLE","2,620,627","33,172",28.6,29.2,97,95,6,5,17,"$189,700","Boudreau",1948,"2:17"
"456","DET","1,743,035","22,637",28.2,27.6,103,102,2,4,16,"$174,121","O'Neill",1948,"2:09"
"457","NYG","1,459,269","18,952",27.7,27.3,101,100,1,6,14,"","Ott and Durocher",1948,"2:21"
"458","NYY","2,373,901","30,830",29.7,28.9,99,95,3,6,20,"$231,425","Harris",1948,"2:16"
"459","PHA","945,076","12,274",30,26.4,101,101,1,2,9,"$114,000","Mack",1948,"2:14"
"460","PHI","767,429","10,098",26.9,30.9,97,99,2,1,18,"","Chapman, Cooke and Sawyer",1948,"2:14"
"461","PIT","1,517,021","18,963",28.8,31.9,102,103,1,3,12,"","Meyer",1948,"2:18"
"462","SLB","335,564","4,415",27.1,26.4,102,106,0,1,4,"","Taylor",1948,"2:11"
"463","STL","1,111,440","14,434",28.8,30.2,106,103,4,5,14,"","Dyer",1948,"2:17"
"464","WSH","795,254","10,196",28.5,29.8,97,101,1,2,7,"","Kuhel",1948,"2:11"
"465","BOS","1,596,650","20,736",29.8,28.7,108,104,2,6,17,"$325,200","McCarthy",1949,"2:21"
"466","BRO","1,633,747","20,945",27,26,104,102,4,7,12,"","Shotton",1949,"2:27"
"467","BSN","1,081,795","14,049",29.9,28.9,95,94,1,2,16,"","Southworth and Cooney",1949,"2:19"
"468","CHC","1,143,139","14,846",28.8,29.7,96,99,0,1,15,"","Grimm and Frisch",1949,"2:12"
"469","CHW","937,151","12,171",28.5,27.8,96,99,1,1,6,"$125,700","Onslow",1949,"2:21"
"470","CIN","707,782","9,074",28.6,27.8,101,104,0,2,12,"","Walters and Sewell",1949,"2:19"
"471","CLE","2,233,771","29,010",29.3,30.2,98,95,7,5,20,"$256,500","Boudreau",1949,"2:21"
"472","DET","1,821,204","23,349",28,27.8,100,99,2,3,13,"","Rolfe",1949,"2:14"
"473","NYG","1,218,446","15,423",28.1,27.7,100,99,2,4,17,"","Durocher",1949,"2:18"
"474","NYY","2,283,676","29,278",28.5,29.9,100,96,4,5,19,"$272,375","Stengel",1949,"2:29"
"475","PHA","816,514","10,604",30.6,25.2,97,98,1,3,12,"$147,105","Mack",1949,"2:17"
"476","PHI","819,698","10,645",25.8,28.5,97,97,2,2,16,"","Sawyer",1949,"2:15"
"477","PIT","1,449,435","18,824",28.9,30.9,102,104,1,1,13,"","Meyer",1949,"2:20"
"478","SLB","270,936","3,519",27.6,28.5,105,108,0,1,6,"","Taylor",1949,"2:15"
"479","STL","1,430,676","18,110",28,31,104,102,3,7,13,"$161,000","Dyer",1949,"2:17"
"480","WSH","770,745","10,010",28.6,29.6,97,101,0,1,9,"","Kuhel",1949,"2:21"
"481","BOS","1,344,080","17,456",29.9,27.9,110,108,2,5,17,"$328,750","McCarthy and O'Neill",1950,"2:25"
"482","BRO","1,185,896","15,204",27.6,26.6,103,99,4,7,13,"$146,000","Shotton",1950,"2:28"
"483","BSN","944,391","11,954",29.3,28.6,94,93,1,2,16,"","Southworth",1950,"2:17"
"484","CHC","1,165,944","14,948",27.5,28.5,99,101,0,3,11,"","Frisch",1950,"2:16"
"485","CHW","781,330","9,890",28.5,28.2,97,98,2,1,11,"$115,700","Onslow and Corriden",1950,"2:22"
"486","CIN","538,794","7,089",27.5,27.8,100,102,0,2,10,"","Sewell",1950,"2:20"
"487","CLE","1,727,464","22,435",29.2,29.7,96,94,6,4,17,"$238,200","Boudreau",1950,"2:28"
"488","DET","1,951,474","24,092",28.2,28.5,103,102,2,4,14,"$225,000","Rolfe",1950,"2:19"
"489","NYG","1,008,878","13,275",27.1,29.3,101,99,1,2,14,"","Durocher",1950,"2:27"
"490","NYY","2,081,380","27,031",29.2,30.6,97,94,5,8,22,"$333,750","Stengel",1950,"2:30"
"491","PHA","309,805","4,023",31.2,26.8,98,99,0,1,10,"$141,000","Mack",1950,"2:17"
"492","PHI","1,217,035","15,603",26.5,26.3,98,97,2,4,13,"","Sawyer",1950,"2:18"
"493","PIT","1,166,267","15,146",28.6,28.1,103,105,1,1,11,"","Meyer",1950,"2:19"
"494","SLB","247,131","3,340",25.5,27,104,108,0,1,5,"","Taylor",1950,"2:21"
"495","STL","1,093,411","14,387",29.1,31,104,103,3,4,16,"","Dyer",1950,"2:19"
"496","WSH","699,697","8,970",28.5,30.8,95,98,0,1,11,"","Harris",1950,"2:20"
"497","BOS","1,312,282","17,497",30.1,27.5,110,108,3,5,15,"$303,000","O'Neill",1951,"2:27"
"498","BRO","1,282,628","16,444",28.5,27.2,102,99,5,7,15,"$358,100","Dressen",1951,"2:30"
"499","BSN","487,475","6,250",30,28,93,93,1,2,14,"$301,050","Southworth and Holmes",1951,"2:18"
"500","CHC","894,415","11,616",28.3,27.6,102,104,0,2,11,"$255,500","Frisch and Cavarretta",1951,"2:19"
"501","CHW","1,328,234","17,029",28.3,29,98,98,1,6,14,"$125,000","Richards",1951,"2:27"
"502","CIN","588,268","7,640",28.1,29.4,101,103,0,2,9,"$228,400","Sewell",1951,"2:17"
"503","CLE","1,704,984","22,143",29.3,29.1,94,92,4,3,19,"","Lopez",1951,"2:25"
"504","DET","1,132,641","14,710",28.9,30.7,100,101,2,3,13,"$244,500","Rolfe",1951,"2:19"
"505","NYG","1,059,539","13,584",27.9,29.8,101,99,2,3,14,"$321,000","Durocher",1951,"2:32"
"506","NYY","1,950,107","25,001",28.6,30.8,96,93,5,4,23,"$341,750","Stengel",1951,"2:29"
"507","PHA","465,469","5,892",31,27.8,101,103,0,2,10,"$127,700","Dykes",1951,"2:22"
"508","PHI","937,658","12,177",27.6,28.2,98,97,2,4,11,"$373,600","Sawyer",1951,"2:20"
"509","PIT","980,590","12,572",28,28.9,102,106,1,1,12,"$339,000","Meyer",1951,"2:23"
"510","SLB","293,790","3,815",27,27.7,103,107,1,1,7,"","Taylor",1951,"2:22"
"511","STL","1,013,429","12,828",29.5,29.5,100,100,3,4,14,"$350,200","Marion",1951,"2:19"
"512","WSH","695,167","9,147",28.7,31.3,98,100,0,1,12,"","Harris",1951,"2:18"
"513","BOS","1,115,750","14,490",27.8,29.5,107,107,3,2,21,"$355,500","Boudreau",1952,"2:30"
"514","BRO","1,088,704","13,609",29.2,27.1,102,98,5,7,15,"$186,750","Dressen",1952,"2:35"
"515","BSN","281,278","3,653",28.7,28.8,97,97,2,1,12,"","Holmes and Grimm",1952,"2:17"
"516","CHC","1,024,826","13,309",28.6,28.2,101,103,0,3,7,"","Cavarretta",1952,"2:20"
"517","CHW","1,231,675","15,591",28.7,29.4,101,99,1,3,11,"","Richards",1952,"2:29"
"518","CIN","604,197","7,847",28,28.4,99,100,0,1,15,"$160,500","Sewell, Brucker and Hornsby",1952,"2:21"
"519","CLE","1,444,607","18,761",29.8,30.6,93,91,4,7,19,"$188,450","Lopez",1952,"2:30"
"520","DET","1,026,846","13,336",29,28.9,100,103,2,1,15,"$194,900","Rolfe and Hutchinson",1952,"2:20"
"521","NYG","984,940","12,791",27.8,31,101,99,3,7,16,"","Durocher",1952,"2:33"
"522","NYY","1,629,665","21,164",27.8,30.9,94,90,4,7,21,"","Stengel",1952,"2:33"
"523","PHA","627,100","8,040",31,28.6,106,107,0,3,7,"$107,000","Dykes",1952,"2:24"
"524","PHI","755,417","9,940",27.8,27.8,99,98,2,3,13,"","Sawyer and O'Neill",1952,"2:22"
"525","PIT","686,673","8,918",26.2,27.8,102,106,1,1,10,"","Meyer",1952,"2:22"
"526","SLB","518,796","6,651",27.6,31,102,106,1,1,9,"","Hornsby and Marion",1952,"2:27"
"527","STL","913,113","11,859",30.4,28.1,100,99,3,4,16,"$227,750","Stanky",1952,"2:26"
"528","WSH","699,457","8,967",28.5,31.8,97,97,0,2,18,"","Harris",1952,"2:22"
"529","BOS","1,026,133","13,502",26.5,29.6,104,104,2,4,12,"","Boudreau",1953,"2:30"
"530","BRO","1,163,419","14,916",29,27.3,103,100,5,6,13,"$237,000","Dressen",1953,"2:33"
"531","CHC","763,658","9,918",29.4,28.9,102,104,2,2,11,"","Cavarretta",1953,"2:24"
"532","CHW","1,191,353","15,274",29.3,30.2,103,100,1,5,15,"","Richards",1953,"2:32"
"533","CIN","548,086","7,027",27.2,28.2,100,101,0,2,12,"$87,800","Hornsby and Mills",1953,"2:21"
"534","CLE","1,069,176","13,707",29.5,30.6,97,93,4,4,18,"$206,700","Lopez",1953,"2:28"
"535","DET","884,658","11,198",28.5,26.7,98,101,2,1,16,"$184,300","Hutchinson",1953,"2:25"
"536","MLN","1,826,397","23,119",27.5,28.1,94,92,2,3,15,"","Grimm",1953,"2:21"
"537","NYG","811,518","10,539",28.3,30.4,103,101,2,3,14,"","Durocher",1953,"2:31"
"538","NYY","1,537,811","19,972",28.4,31,96,92,5,7,19,"$149,000","Stengel",1953,"2:34"
"539","PHA","362,113","4,642",30.2,28.9,103,107,0,2,9,"$143,000","Dykes",1953,"2:23"
